order_id,order_timestamp,order_date,user_id,r_id,restaurant_city,cuisine,items_count,sales_qty,subtotal,discount,delivery_fee,gst,sales_amount,currency,payment_method,order_status,customer_rating,delivery_time_min
91,2024-03-31 07:56:52,2024-03-31,30067,143980,"Marathahalli,Bangalore",Biryani,3,4,641,0,25,32,698,INR,UPI,Delivered,4.0,33.0
92,2025-06-29 15:55:56,2025-06-29,80829,548453,"BTM,Bangalore","North Indian,Biryani",2,2,171,0,15,9,195,INR,UPI,Delivered,,43.0
93,2026-04-17 18:15:48,2026-04-17,77010,173117,Tirupur,Indian,3,3,344,46,15,17,330,INR,Wallet,Delivered,4.0,38.0
94,2026-01-29 15:29:25,2026-01-29,93808,35053,"Madipakkam,Chennai","Beverages,South Indian",3,4,207,0,20,10,237,INR,Card,Delivered,4.0,44.0
95,2024-02-19 11:18:48,2024-02-19,39098,96043,Meerut,"American,Fast Food",1,1,313,53,35,16,311,INR,COD,Delivered,,47.0
96,2025-11-24 21:53:01,2025-11-24,6526,442035,Gandhidham,"Sweets,Snacks",3,5,419,160,0,21,280,INR,NetBanking,Delivered,,21.0
97,2025-03-14 18:13:42,2025-03-14,3145,245136,Bhopal,"North Indian,Thalis",1,1,74,0,49,4,127,INR,UPI,Delivered,5.0,25.0
98,2025-06-11 10:29:48,2025-06-11,32046,451455,Udaipur,"Tandoor,Chinese",4,8,1276,507,20,64,853,INR,COD,Delivered,,48.0
99,2024-03-03 23:28:36,2024-03-03,70911,383712,"Whitefield,Bangalore","North Indian,Punjabi",2,2,190,21,0,10,179,INR,COD,Delivered,4.0,34.0
100,2026-04-07 11:51:30,2026-04-07,88186,473204,Krishnagiri,"Indian,South Indian",1,2,50,6,0,2,46,INR,COD,Delivered,3.0,26.0
101,2024-03-10 11:23:00,2024-03-10,57339,24417,"Kondhwa,Pune",Pizzas,1,1,267,79,25,13,226,INR,Card,Delivered,5.0,31.0
102,2024-07-12 21:03:48,2024-07-12,3433,28981,"HSR,Bangalore",Desserts,2,2,425,0,25,21,471,INR,UPI,Refunded,,
103,2024-10-04 12:52:48,2024-10-04,57680,567953,Bhiwani,"North Indian,Chinese",2,2,476,0,35,24,535,INR,Card,Delivered,5.0,47.0
104,2024-03-08 14:14:09,2024-03-08,35759,16511,"Pimple Saudagar,Pune","North Indian,South Indian",3,3,229,0,25,11,265,INR,Card,Delivered,,45.0
105,2025-05-07 19:07:31,2025-05-07,19804,436125,"Jadavpur,Kolkata","Mughlai,Biryani",1,1,145,0,0,7,152,INR,Card,Delivered,5.0,22.0
106,2025-11-08 14:04:14,2025-11-08,49290,1125,"Madhapur,Hyderabad","Biryani,Andhra",2,2,459,64,15,23,433,INR,UPI,Delivered,4.0,37.0
107,2025-04-30 21:19:41,2025-04-30,31799,40359,"South Chd,Chandigarh","Punjabi,North Indian",3,4,553,141,0,28,440,INR,UPI,Delivered,5.0,26.0
108,2025-10-05 12:21:22,2025-10-05,82997,128810,Rohtak,"Continental,Pizzas",3,4,565,109,35,28,519,INR,Wallet,Cancelled,,
109,2024-10-05 22:29:11,2024-10-05,31720,145671,"Athwa,Surat","Sweets,Snacks",2,4,260,0,35,13,308,INR,UPI,Delivered,4.0,24.0
110,2024-02-16 20:55:57,2024-02-16,98432,529310,"South Extension,Delhi",Indian,1,1,233,76,35,12,204,INR,UPI,Delivered,5.0,55.0
111,2024-09-29 21:42:12,2024-09-29,75766,509897,"Viman Nagar,Pune",Snacks,1,2,148,31,15,7,139,INR,NetBanking,Delivered,3.0,28.0
112,2024-04-29 15:00:05,2024-04-29,42279,27481,Sultanpur,"Chinese,Combo",4,8,1075,0,25,54,1154,INR,UPI,Delivered,,44.0
113,2026-04-18 20:22:17,2026-04-18,26136,24670,"Viman Nagar,Pune","Chinese,North Indian",1,1,293,0,20,15,328,INR,Card,Delivered,3.0,22.0
114,2025-04-03 14:51:09,2025-04-03,8620,346200,"South Campus,Delhi","Indian,Seafood",3,4,1088,0,25,54,1167,INR,COD,Delivered,5.0,27.0
115,2024-03-22 23:33:39,2024-03-22,1182,262078,Dharmapuri,Ice Cream,1,3,234,0,0,12,246,INR,UPI,Delivered,5.0,9.0
116,2025-06-14 20:15:07,2025-06-14,83387,470595,Allahabad,Pizzas,3,3,580,0,15,29,624,INR,Wallet,Delivered,,53.0
117,2025-06-11 08:20:48,2025-06-11,97315,337775,"Zirakpur,Chandigarh","Bakery,Snacks",3,3,291,106,15,15,215,INR,Card,Delivered,,37.0
118,2025-02-18 19:28:10,2025-02-18,82663,345639,"Salt Lake,Kolkata","Sweets,Chaat",1,1,63,15,0,3,51,INR,UPI,Delivered,5.0,8.0
119,2024-12-19 12:25:52,2024-12-19,21841,523084,"Howrah,Kolkata","Chinese,Fast Food",1,1,115,0,20,6,141,INR,COD,Delivered,4.0,18.0
120,2024-03-03 18:56:39,2024-03-03,1078,552002,"Bhosari,Pune","Sweets,Snacks",2,4,473,145,20,24,372,INR,Card,Delivered,5.0,26.0
121,2026-05-21 09:14:18,2026-05-21,14496,442044,"Santoshnagar & Saidabad,Hyderabad",Beverages,5,5,733,225,0,37,545,INR,Card,Delivered,5.0,34.0
122,2025-08-20 18:09:47,2025-08-20,10878,509008,"Raj Nagar,Noida",American,3,5,1362,300,20,68,1150,INR,Card,Delivered,5.0,49.0
123,2024-12-21 22:41:18,2024-12-21,56489,327755,Varanasi,Indian,1,2,316,0,15,16,347,INR,UPI,Delivered,4.0,30.0
124,2025-07-17 17:13:23,2025-07-17,53407,39368,"Koramangala,Bangalore","Tandoor,Biryani",1,3,765,301,15,38,517,INR,UPI,Delivered,,38.0
125,2025-01-24 15:03:52,2025-01-24,43968,118043,Rewa,"North Indian,Pizzas",3,4,477,108,35,24,428,INR,Card,Delivered,,8.0
126,2024-03-21 21:49:14,2024-03-21,29613,384967,"Zirakpur,Chandigarh","Chinese,Snacks",1,1,99,29,25,5,100,INR,Wallet,Delivered,3.0,16.0
127,2024-02-19 00:41:39,2024-02-19,4355,65736,"Avadi,Chennai","Andhra,Biryani",1,1,178,35,35,9,187,INR,Wallet,Cancelled,,
128,2025-10-26 21:40:21,2025-10-26,44343,232600,"Lake Town,Kolkata","Fast Food,Chinese",4,4,527,0,15,26,568,INR,UPI,Delivered,4.0,29.0
129,2024-08-27 13:40:40,2024-08-27,51917,32559,"Porur,Chennai",Bakery,4,5,535,0,25,27,587,INR,UPI,Delivered,5.0,27.0
130,2024-10-11 11:50:56,2024-10-11,75210,313218,"Kalyani Nagar,Pune",Fast Food,3,3,1116,297,0,56,875,INR,Card,Cancelled,,
131,2024-12-31 08:56:58,2024-12-31,13913,80697,Allahabad,"Bakery,Snacks",3,4,308,0,49,15,372,INR,COD,Delivered,,33.0
132,2026-01-19 21:29:42,2026-01-19,42025,41270,"Abids & Koti,Hyderabad","North Indian,Biryani",4,4,615,106,0,31,540,INR,UPI,Cancelled,,
133,2025-05-09 18:59:07,2025-05-09,61298,337861,"Central Bangalore,Bangalore","Japanese,Asian",3,6,3165,721,20,158,2622,INR,UPI,Delivered,,25.0
134,2025-03-14 21:56:11,2025-03-14,88295,118644,Morbi,Snacks,1,1,166,0,0,8,174,INR,UPI,Delivered,4.0,34.0
135,2025-09-28 22:51:10,2025-09-28,32216,468991,Jabalpur,"North Indian,Chinese",2,2,87,12,25,4,104,INR,Wallet,Delivered,4.0,37.0
136,2026-03-06 17:13:44,2026-03-06,9539,442281,"Kothrud,Pune","Biryani,Desserts",1,1,103,26,20,5,102,INR,Wallet,Delivered,4.0,18.0
137,2026-02-08 21:23:36,2026-02-08,91722,73807,Manipal,"American,Snacks",1,1,291,0,15,15,321,INR,UPI,Delivered,5.0,9.0
138,2025-01-03 20:32:34,2025-01-03,52476,244287,Pondicherry,"Italian,Mexican",4,5,1401,0,0,70,1471,INR,UPI,Delivered,,8.0
139,2025-09-07 10:31:34,2025-09-07,79678,474162,"Gomti Nagar,Lucknow",North Indian,1,1,140,0,20,7,167,INR,UPI,Delivered,,33.0
140,2025-09-17 11:48:41,2025-09-17,27955,186452,"Marathahalli,Bangalore","Biryani,Andhra",1,1,114,0,20,6,140,INR,UPI,Delivered,,39.0
141,2025-09-07 20:08:38,2025-09-07,68171,546299,"Matunga Wadala,Mumbai",Desserts,3,4,780,258,49,39,610,INR,UPI,Delivered,4.0,36.0
142,2025-02-12 02:18:03,2025-02-12,64784,434794,"Jadavpur,Kolkata","Fast Food,Indian",2,2,270,0,15,14,299,INR,Card,Delivered,4.0,25.0
143,2025-11-07 19:52:22,2025-11-07,422,451978,"Rohini,Delhi","Biryani,Indian",2,2,437,89,35,22,405,INR,UPI,Delivered,5.0,32.0
144,2024-08-30 19:28:18,2024-08-30,65623,130357,"Marathahalli,Bangalore","Chinese,Thai",2,2,335,0,35,17,387,INR,UPI,Delivered,3.0,16.0
145,2025-11-17 12:31:33,2025-11-17,97276,525182,Agra,"South Indian,Thalis",1,1,50,0,15,2,67,INR,UPI,Delivered,,20.0
146,2026-05-11 21:07:06,2026-05-11,14479,89473,"Chattarpur,Delhi","Chinese,North Indian",1,2,260,71,20,13,222,INR,UPI,Delivered,5.0,10.0
147,2025-08-24 13:09:50,2025-08-24,43574,479182,"Kalyani Nagar,Pune","Arabian,North Indian",3,6,960,0,15,48,1023,INR,Wallet,Delivered,4.0,25.0
148,2025-07-09 22:34:06,2025-07-09,13208,493258,"Geddalahalli,Bangalore","North Indian,Chinese",2,2,255,82,20,13,206,INR,Wallet,Delivered,5.0,22.0
149,2025-06-22 12:09:51,2025-06-22,60980,336920,"Benz Circle and Auto Nagar,Vijayawada",Biryani,1,1,159,33,0,8,134,INR,Wallet,Delivered,4.0,28.0
150,2025-07-08 17:14:55,2025-07-08,60146,337196,"Yelahanka,Bangalore",Indian,2,2,227,0,25,11,263,INR,Wallet,Delivered,3.0,44.0
151,2025-09-29 19:27:23,2025-09-29,95331,211873,Kumbakonam,"Biryani,Chinese",1,3,342,0,0,17,359,INR,Card,Delivered,,40.0
152,2026-05-16 19:27:08,2026-05-16,96150,562948,"Jadavpur,Kolkata","Chinese,Tandoor",1,1,77,0,20,4,101,INR,Card,Delivered,4.0,26.0
153,2024-11-17 15:46:03,2024-11-17,7027,484793,"Electronic City,Bangalore",Indian,3,3,615,0,0,31,646,INR,Card,Refunded,,
154,2026-04-25 22:19:01,2026-04-25,42892,460783,Satara,"Chinese,Snacks",3,3,371,110,0,19,280,INR,UPI,Delivered,,37.0
155,2024-10-22 14:09:19,2024-10-22,63018,66473,"Mulund,Mumbai","North Indian,Chinese",1,2,568,144,49,28,501,INR,UPI,Delivered,,39.0
156,2024-12-07 12:41:49,2024-12-07,86135,77093,Thiruvananthapuram,"Arabian,Tandoor",2,3,1082,207,49,54,978,INR,UPI,Delivered,,21.0
157,2025-08-11 18:55:35,2025-08-11,39547,58637,"Chandkheda,Ahmedabad","Indian,Combo",4,4,1500,0,0,75,1575,INR,Card,Delivered,5.0,30.0
158,2025-05-07 21:31:32,2025-05-07,69979,251656,"Kadubeesanahalli,Bangalore","Biryani,Barbecue",2,3,1058,374,49,53,786,INR,Card,Delivered,,31.0
159,2026-06-04 15:07:05,2026-06-04,90904,95922,Noida-1,"North Indian,South Indian",1,1,202,0,0,10,212,INR,Wallet,Delivered,,38.0
160,2024-03-15 12:42:57,2024-03-15,71909,349811,"Jayanagar,Bangalore","Indian,Seafood",1,2,256,0,20,13,289,INR,Card,Cancelled,,
161,2026-01-16 20:29:38,2026-01-16,59232,268871,Habra,"Combo,Chinese",4,5,431,97,25,22,381,INR,UPI,Delivered,,42.0
162,2026-03-29 19:11:23,2026-03-29,34315,413481,"Indiranagar,Bangalore","Chinese,Asian",2,2,194,0,15,10,219,INR,Wallet,Delivered,5.0,42.0
163,2024-01-07 13:12:39,2024-01-07,26767,364940,Rohtak,"North Indian,Punjabi",1,2,662,0,49,33,744,INR,Wallet,Delivered,,41.0
164,2025-02-12 08:19:28,2025-02-12,26897,488201,"Old Gurgaon (Zone 6),Gurgaon",Sweets,1,1,172,26,15,9,170,INR,UPI,Delivered,,39.0
165,2025-08-22 19:21:36,2025-08-22,43065,319462,Akola,"Chinese,Indian",1,2,180,0,35,9,224,INR,UPI,Cancelled,,
166,2026-06-02 15:39:14,2026-06-02,35203,360391,"Ganeshguri,Guwahati","Indian,Biryani",1,1,103,0,25,5,133,INR,Card,Delivered,5.0,22.0
167,2026-05-21 07:23:04,2026-05-21,30263,111879,"Lajpat Nagar,Delhi",Chinese,2,2,177,44,49,9,191,INR,Wallet,Delivered,4.0,24.0
168,2024-11-20 17:41:23,2024-11-20,53789,547802,"Kumaraswamy Layout & Uttarahalli,Bangalore","Bengali,Biryani",3,3,395,43,0,20,372,INR,Wallet,Delivered,3.0,43.0
169,2025-04-05 13:23:08,2025-04-05,91332,380812,"Nizampet & Pragathi Nagar,Hyderabad","Beverages,Snacks",1,2,402,88,35,20,369,INR,Wallet,Delivered,4.0,41.0
